 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
           1004              59      1.2987         0.52085         0.95175         0.92062E-06     0.24687E-02     0.53960E-01
           1005              59     0.65352E-01     0.13602         0.54887         0.21440E-05     0.10720E-03     0.53960E-01
           1006              59     0.29060         0.38240         0.71641         0.13551E-04     0.99673E-04     0.53960E-01
           1007              60     0.41028E-01      2.3029          1.2339         0.33195E-01     0.29615E-06    -0.43503E-01
           1008              60     0.19591          771.07          12.227         0.72091E-02     0.10324E-06    -0.43503E-01
           1009              60     0.92423          1166.5          12.092         0.75971E-02     0.11051E-06    -0.43503E-01
           1010              60      20.841         0.85954          1.3446         0.16245E-03     0.15962E-02    -0.43503E-01
           1011              60      2.6284          357.11          11.479         0.45256E-02     0.89407E-07    -0.43503E-01
           1012              60      32.332         0.42434          1.1532         0.93797E-03     0.89852E-02    -0.43503E-01
           1013              60      28.823         0.40602          1.0912         0.23776E-03     0.70255E-02    -0.43503E-01
           1014              60     0.23237E-01      3.1193          1.3524         0.12549E-01     0.48811E-06    -0.43503E-01
           1015              60     0.57740E-01      13.289          3.3861         0.10333E-02     0.10216E-06    -0.43503E-01
           1016              60      25.410         0.53584          1.1729         0.45839E-03     0.16190E-02    -0.43503E-01
           1017              60     0.40682          180.89          11.540         0.17550         0.10950E-06    -0.43503E-01
           1018              61     0.90754E-01      4.3399          1.4790         0.10197E-02     0.37117E-05     0.10857    
           1019              61     0.52613E-01     0.37374         0.71022         0.54452E-01     0.37679E-05     0.10857    
           1020              61      11.562          7.2233          2.9421         0.16002E-01     0.29795E-02     0.10857    
           1021              61      7.2430          17.129          5.4003         0.76973E-03     0.12258E-03     0.10857    
           1022              61     0.36221E-01      1.5835          1.1125         0.10646E-02     0.38542E-05     0.10857    
           1023              61      8.3105          12.997          5.0198         0.84366E-03     0.56526E-04     0.10857    
           1024              61     0.53399          75.393          10.320         0.12548         0.35745E-05     0.10857    
           1025              61     0.14616          6.7922          3.3199         0.50036E-03     0.37139E-05     0.10857    
           1026              61      26.912         0.59618          1.3423         0.32950E-03     0.79880E-02     0.10857    
